frame.len,frame.protocols,ip.hdr_len,ip.len,ip.flags.rb,ip.flags.df,p.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,tcp.ack,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,tcp.window_size,tcp.time_delta,
102,eth:ethertype:ip:tcp,20,88,0,1,0,0,63,6,192.168.5.122,192.168.1.101,22,4175,48,217,0,0,0,0,0,1,1,0,0,0,7504,0.000222,normal
126,eth:ethertype:ip:tcp:ssh,20,112,0,1,0,0,128,6,192.168.1.101,192.168.5.122,4175,22,72,769,0,0,0,0,0,1,1,0,0,0,17472,0.00048,normal
60,eth:ethertype:ip:tcp,20,44,0,1,0,0,49,6,82.98.86.183,192.168.4.119,80,4491,0,1,0,0,0,0,0,1,0,0,1,0,5840,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.119,82.98.86.183,4491,80,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.000256,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,49,6,91.195.240.124,192.168.4.119,80,4490,0,1,0,0,0,0,0,1,0,0,0,0,5840,0,normal
137,eth:ethertype:ip:tcp:http,20,123,0,1,0,0,128,6,192.168.4.119,82.98.86.183,4491,80,83,1,0,0,0,0,0,1,1,0,0,0,17520,0.000274,normal
460,eth:ethertype:ip:tcp:http:image-gif,20,446,0,1,0,0,49,6,91.195.240.124,192.168.4.119,80,4490,406,1,0,0,0,0,0,1,1,0,0,0,5840,0.004107,normal
695,eth:ethertype:ip:tcp,20,681,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,641,1,0,0,0,0,0,1,1,0,0,0,5189,0.102606,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.1.101,22,4175,0,289,0,0,0,0,0,1,0,0,0,0,7504,0.039056,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.1.101,22,4175,0,289,0,0,0,0,0,1,0,0,0,0,7504,0.000141,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.036888,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,3402,0,0,0,0,0,1,0,0,0,0,16560,0.001288,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.119,213.155.64.209,4489,80,0,1,0,0,0,0,0,1,0,0,0,0,17124,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.119,91.195.240.124,4490,80,0,407,0,0,0,0,0,1,0,0,0,0,17114,0.066135,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003209,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004242,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,6162,0,0,0,0,0,1,0,0,0,0,16560,0.001303,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003446,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003996,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,8922,0,0,0,0,0,1,0,0,0,0,16560,0.001302,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003197,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003996,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,11682,0,0,0,0,0,1,0,0,0,0,16560,0.001319,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003677,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003748,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,14442,0,0,0,0,0,1,0,0,0,0,16560,0.001329,normal
252,eth:ethertype:ip:udp:nbdgm:smb:browser,20,238,0,0,0,0,128,17,192.168.4.119,192.168.4.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003168,normal
1434,eth:ethertype:ip:tcp:http:data,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003997,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,17202,0,0,0,0,0,1,0,0,0,0,16560,0.001344,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,49,6,82.98.86.183,192.168.4.119,80,4491,0,84,0,0,0,0,0,1,0,0,0,0,5840,0.142631,normal
667,eth:ethertype:ip:tcp:http:image-gif,20,653,0,1,0,0,49,6,82.98.86.183,192.168.4.119,80,4491,613,84,0,0,0,0,0,1,1,0,0,0,5840,0.003784,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.071114,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.007243,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,19962,0,0,0,0,0,1,0,0,0,0,16560,0.001418,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003329,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003747,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,22722,0,0,0,0,0,1,0,0,0,0,16560,0.001187,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.00306,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004498,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,25482,0,0,0,0,0,1,0,0,0,0,16560,0.001198,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003549,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004497,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,28242,0,0,0,0,0,1,0,0,0,0,16560,0.001194,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.119,82.98.86.183,4491,80,0,614,0,0,0,0,0,1,0,0,0,0,16907,0.142522,normal
83,eth:ethertype:ip:tcp,20,69,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,29,1,0,0,0,0,0,1,1,0,0,0,5189,0.097795,normal
62,eth:ethertype:ip:tcp,20,48,0,1,0,0,128,6,192.168.1.104,192.168.5.122,15837,22,0,0,0,0,0,0,0,0,0,0,1,0,16384,0,normal
62,eth:ethertype:ip:tcp,20,48,0,1,0,0,64,6,192.168.5.122,192.168.1.104,22,15837,0,1,0,0,0,0,0,1,0,0,1,0,5840,0.000294,normal
62,eth:ethertype:ip:tcp,20,48,0,1,0,0,63,6,192.168.5.122,192.168.1.104,22,15837,0,1,0,0,0,0,0,1,0,0,1,0,5840,0.000161,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.1.104,192.168.5.122,15837,22,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.000211,normal
93,eth:ethertype:ip:tcp:ssh,20,79,0,1,0,0,64,6,192.168.5.122,192.168.1.104,22,15837,39,1,0,0,0,0,0,1,1,0,0,0,5840,0.003696,normal
93,eth:ethertype:ip:tcp,20,79,0,1,0,0,63,6,192.168.5.122,192.168.1.104,22,15837,39,1,0,0,0,0,0,1,1,0,0,0,5840,0.000212,normal
92,eth:ethertype:ip:tcp:ssh,20,78,0,1,0,0,128,6,192.168.1.104,192.168.5.122,15837,22,38,40,0,0,0,0,0,1,1,0,0,0,17481,0.000378,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.1.104,22,15837,0,39,0,0,0,0,0,1,0,0,0,0,5840,0.000349,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.1.104,22,15837,0,39,0,0,0,0,0,1,0,0,0,0,5840,0.000148,normal
838,eth:ethertype:ip:tcp:ssh,20,824,0,1,0,0,64,6,192.168.5.122,192.168.1.104,22,15837,784,39,0,0,0,0,0,1,1,0,0,0,5840,0.000908,normal
838,eth:ethertype:ip:tcp,20,824,0,1,0,0,63,6,192.168.5.122,192.168.1.104,22,15837,784,39,0,0,0,0,0,1,1,0,0,0,5840,0.001406,normal
294,eth:ethertype:ip:tcp:ssh,20,280,0,1,0,0,128,6,192.168.1.104,192.168.5.122,15837,22,240,824,0,0,0,0,0,1,1,0,0,0,16697,0.001072,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.1.104,22,15837,0,279,0,0,0,0,0,1,0,0,0,0,6432,0.033725,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.1.104,22,15837,0,279,0,0,0,0,0,1,0,0,0,0,6432,0.00016,normal
72,eth:ethertype:ip:udp:dns,20,58,0,0,0,0,128,17,192.168.4.119,192.168.5.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
83,eth:ethertype:ip:udp:dns,20,69,0,0,0,0,64,17,192.168.5.122,198.164.30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,0,1,0,0,0,0,0,1,0,0,0,0,5189,0.106912,normal
66,eth:ethertype:ip:tcp,20,52,0,1,0,0,128,6,192.168.4.121,65.54.81.171,51062,80,0,0,0,0,0,0,0,0,0,0,1,0,8192,0,normal
66,eth:ethertype:ip:tcp,20,52,0,1,0,0,55,6,65.54.81.171,192.168.4.121,80,51062,0,1,0,0,0,0,0,1,0,0,1,0,65535,0.033728,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.121,65.54.81.171,51062,80,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.000331,normal
650,eth:ethertype:ip:tcp:http,20,636,0,1,0,0,128,6,192.168.4.121,65.54.81.171,51062,80,596,1,0,0,0,0,0,1,1,0,0,0,17520,0.000837,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,55,6,65.54.81.171,192.168.4.121,80,51062,0,1,0,0,0,0,0,1,0,0,0,0,100740,0.032552,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,28271,0,0,0,0,0,1,0,0,0,0,16531,0.094294,normal
221,eth:ethertype:ip:tcp:http,20,207,0,1,0,0,55,6,65.54.81.171,192.168.4.121,80,51062,167,597,0,0,0,0,0,1,1,0,0,0,100740,0.011388,normal
224,eth:ethertype:ip:udp:dns,20,210,0,0,0,0,58,17,198.164.30.2,192.168.5.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
213,eth:ethertype:ip:udp:dns,20,199,0,0,0,0,64,17,192.168.5.122,192.168.4.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
213,eth:ethertype:ip:udp:dns,20,199,0,0,0,0,63,17,192.168.5.122,192.168.4.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.121,65.54.81.117,51060,80,0,1,0,0,0,0,0,1,0,0,0,1,4096,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,55,6,65.54.81.117,192.168.4.121,80,51060,0,2,0,0,0,0,0,1,0,0,0,0,50369,0.033101,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.4.121,65.54.81.171,51062,80,0,168,0,0,0,0,0,1,0,0,0,0,17352,0.232511,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.110,212.227.0.82,3914,80,0,1,0,0,0,0,0,1,0,0,0,1,63722,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.110,212.227.116.111,3916,80,0,1,0,0,0,0,0,1,0,0,0,1,63622,0,normal
243,eth:ethertype:ip:udp:nbdgm:smb:browser,20,229,0,0,0,0,128,17,192.168.3.115,192.168.3.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
71,eth:ethertype:ip:tcp:imap,20,57,0,1,0,0,64,6,192.168.5.122,192.168.1.103,143,1090,17,1,0,0,0,0,0,1,1,0,0,0,7504,0,normal
71,eth:ethertype:ip:tcp,20,57,0,1,0,0,63,6,192.168.5.122,192.168.1.103,143,1090,17,1,0,0,0,0,0,1,1,0,0,0,7504,0.000179,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.1.103,192.168.5.122,1090,143,0,18,0,0,0,0,0,1,0,0,0,0,16483,0.177511,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,1.364537,normal
134,eth:ethertype:ip:tcp,20,120,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,80,1,0,0,0,0,0,1,1,0,0,0,5189,0.000007,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,29731,0,0,0,0,0,1,0,0,0,0,16560,0.001324,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003363,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004806,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,32491,0,0,0,0,0,1,0,0,0,0,16560,0.001262,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.103631,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004251,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,35251,0,0,0,0,0,1,0,0,0,0,16560,0.001346,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003651,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004247,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,38011,0,0,0,0,0,1,0,0,0,0,16560,0.00133,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003415,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.110,212.227.116.171,3917,80,0,1,0,0,0,0,0,1,0,0,0,1,63086,0,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.110,91.195.240.124,3905,80,0,1,0,0,0,0,0,1,0,0,0,1,63643,0,normal
206,eth:ethertype:ip:tcp:ssh,20,192,0,1,0,0,128,6,192.168.4.121,192.168.5.122,51061,22,152,824,0,0,0,0,0,1,1,0,0,0,16696,2.083383,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.4.121,22,51061,0,431,0,0,0,0,0,1,0,0,0,0,8064,0.000416,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.4.121,22,51061,0,431,0,0,0,0,0,1,0,0,0,0,8064,0.000157,normal
774,eth:ethertype:ip:tcp:ssh,20,760,0,1,0,0,64,6,192.168.5.122,192.168.4.121,22,51061,720,431,0,0,0,0,0,1,1,0,0,0,8064,0.004527,normal
774,eth:ethertype:ip:tcp,20,760,0,1,0,0,63,6,192.168.5.122,192.168.4.121,22,51061,720,431,0,0,0,0,0,1,1,0,0,0,8064,0.001304,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,142.166.14.70,3703,80,0,1,0,0,0,0,0,1,0,0,0,1,17520,0,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.100188,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,40771,0,0,0,0,0,1,0,0,0,0,16560,0.001203,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003047,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004494,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,59,6,142.166.14.70,192.168.3.115,80,3703,0,2,0,0,0,0,0,1,0,0,0,1,5840,0.012325,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,43531,0,0,0,0,0,1,0,0,0,0,16560,0.001217,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,142.166.14.70,3703,80,0,2,0,0,0,0,0,1,0,0,0,0,17520,0.001449,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003529,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003995,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,46291,0,0,0,0,0,1,0,0,0,0,16560,0.001236,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003511,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.091698,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,49051,0,0,0,0,0,1,0,0,0,0,16560,0.001329,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003166,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.004498,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,51811,0,0,0,0,0,1,0,0,0,0,16560,0.001337,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.003409,normal
60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3816,80,0,53191,0,0,0,0,0,1,0,0,0,0,16560,0.001215,normal
1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3816,1380,1,0,0,0,0,0,1,0,0,0,0,5189,0.002533,normal
